3125
5
0, 0, 0, 0, 0, 0.129, 0
0, 0, 0, 0, 1, 0.838, 0
0, 0, 0, 0, 2, 0.965, 0
0, 0, 0, 0, 3, 0.375, 0
0, 0, 0, 0, 4, 0.971, 0
0, 0, 0, 1, 0, 0.670, 0
0, 0, 0, 1, 1, 0.077, 0
0, 0, 0, 1, 2, 0.229, 0
0, 0, 0, 1, 3, 0.897, 0
0, 0, 0, 1, 4, 0.804, 0
0, 0, 0, 2, 0, 0.546, 0
0, 0, 0, 2, 1, 0.264, 0
0, 0, 0, 2, 2, 0.787, 0
0, 0, 0, 2, 3, 0.224, 0
0, 0, 0, 2, 4, 0.672, 0
0, 0, 0, 3, 0, 0.717, 0
0, 0, 0, 3, 1, 0.824, 0
0, 0, 0, 3, 2, 0.856, 0
0, 0, 0, 3, 3, 0.337, 0
0, 0, 0, 3, 4, 0.088, 0
0, 0, 0, 4, 0, 0.143, 0
0, 0, 0, 4, 1, 0.969, 0
0, 0, 0, 4, 2, 0.266, 0
0, 0, 0, 4, 3, 0.086, 0
0, 0, 0, 4, 4, 0.166, 0
0, 0, 1, 0, 0, 0.100, 0
0, 0, 1, 0, 1, 0.733, 0
0, 0, 1, 0, 2, 0.641, 0
0, 0, 1, 0, 3, 0.288, 0
0, 0, 1, 0, 4, 0.701, 0
0, 0, 1, 1, 0, 0.337, 0
0, 0, 1, 1, 1, 0.028, 0
0, 0, 1, 1, 2, 0.864, 0
0, 0, 1, 1, 3, 0.207, 0
0, 0, 1, 1, 4, 0.676, 0
0, 0, 1, 2, 0, 0.318, 0
0, 0, 1, 2, 1, 0.984, 0
0, 0, 1, 2, 2, 0.224, 0
0, 0, 1, 2, 3, 0.898, 0
0, 0, 1, 2, 4, 0.507, 0
0, 0, 1, 3, 0, 0.368, 0
0, 0, 1, 3, 1, 0.109, 0
0, 0, 1, 3, 2, 0.870, 0
0, 0, 1, 3, 3, 0.884, 0
0, 0, 1, 3, 4, 0.809, 0
0, 0, 1, 4, 0, 0.304, 0
0, 0, 1, 4, 1, 0.401, 0
0, 0, 1, 4, 2, 0.423, 0
0, 0, 1, 4, 3, 0.978, 0
0, 0, 1, 4, 4, 0.398, 0
0, 0, 2, 0, 0, 0.308, 0
0, 0, 2, 0, 1, 0.241, 0
0, 0, 2, 0, 2, 0.107, 0
0, 0, 2, 0, 3, 0.019, 0
0, 0, 2, 0, 4, 0.349, 0
0, 0, 2, 1, 0, 0.471, 0
0, 0, 2, 1, 1, 0.988, 0
0, 0, 2, 1, 2, 0.396, 0
0, 0, 2, 1, 3, 0.969, 0
0, 0, 2, 1, 4, 0.177, 0
0, 0, 2, 2, 0, 0.969, 0
0, 0, 2, 2, 1, 0.574, 0
0, 0, 2, 2, 2, 0.601, 0
0, 0, 2, 2, 3, 0.352, 0
0, 0, 2, 2, 4, -0.812, 2
0, 0, 2, 3, 0, 0.059, 0
0, 0, 2, 3, 1, 0.771, 0
0, 0, 2, 3, 2, 0.367, 0
0, 0, 2, 3, 3, 0.915, 0
0, 0, 2, 3, 4, 0.917, 0
0, 0, 2, 4, 0, 0.568, 0
0, 0, 2, 4, 1, 0.690, 0
0, 0, 2, 4, 2, 0.406, 0
0, 0, 2, 4, 3, 0.174, 0
0, 0, 2, 4, 4, 0.145, 0
0, 0, 3, 0, 0, 0.123, 0
0, 0, 3, 0, 1, 0.194, 0
0, 0, 3, 0, 2, 0.687, 0
0, 0, 3, 0, 3, 0.798, 0
0, 0, 3, 0, 4, 0.295, 0
0, 0, 3, 1, 0, 0.415, 0
0, 0, 3, 1, 1, 0.531, 0
0, 0, 3, 1, 2, 0.804, 0
0, 0, 3, 1, 3, 0.642, 0
0, 0, 3, 1, 4, 0.849, 0
0, 0, 3, 2, 0, 0.348, 0
0, 0, 3, 2, 1, 0.660, 0
0, 0, 3, 2, 2, 0.658, 0
0, 0, 3, 2, 3, 0.014, 0
0, 0, 3, 2, 4, 0.574, 2
0, 0, 3, 3, 0, 0.580, 0
0, 0, 3, 3, 1, 0.772, 0
0, 0, 3, 3, 2, 0.967, 0
0, 0, 3, 3, 3, 0.547, 0
0, 0, 3, 3, 4, 0.095, 0
0, 0, 3, 4, 0, 0.792, 0
0, 0, 3, 4, 1, 0.293, 0
